mapping_id,status,event_name,proposition,polymarket_market_id,polymarket_slug,polymarket_yes_token_id,polymarket_no_token_id,polymarket_yes_outcome,polymarket_no_outcome,kalshi_ticker,draw_handling,extra_time_handling,penalties_handling,settlement_notes,reviewer,reviewed_at,notes
fifwc-nor-fra-2026-06-26-fra__kxwcgame-26jun26norfra-fra,approved,Norway vs. France,France to win in regular time,0x09620e07d807241bb41e5cf07d42dfd3e08943ee39e5c93ae3890e3b6164822e,fifwc-nor-fra-2026-06-26-fra,24577773509300358817327680170546846259151744300648018180120742538153285610470,78446213956623244937436196998053622507166694969601673053021357125863304081065,Yes,No,KXWCGAME-26JUN26NORFRA-FRA,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=world_cup_games; match_score=100.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Will France win on 2026-06-26? In the upcoming game, scheduled for June 26, 2026 If France wins, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been completed. If the game is canceled entirely, Kalshi summary: Norway vs France Winner? If France wins the Norway vs France professional FIFA World Cup soccer game originally scheduled for Jun 26, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The following market refers to the Norway vs Fra",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=world_cup_games; run_id=final-clean-cross-sports-scan
fifwc-nor-fra-2026-06-26-nor__kxwcgame-26jun26norfra-nor,approved,Norway vs. France,Norway to win in regular time,0x057885f5f49261eb41504e24899a88e53cb364ddf95e3c0df5608200feaddff8,fifwc-nor-fra-2026-06-26-nor,13720141007204726132976932163658350553917819242912487119786312240512385978016,16119210930175526417133526915512164757091560404529349701289609211602023176866,Yes,No,KXWCGAME-26JUN26NORFRA-NOR,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=world_cup_games; match_score=100.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Will Norway win on 2026-06-26? In the upcoming game, scheduled for June 26, 2026 If Norway wins, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been completed. If the game is canceled entirely, Kalshi summary: Norway vs France Winner? If Norway wins the Norway vs France professional FIFA World Cup soccer game originally scheduled for Jun 26, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The following market refers to the Norway vs Fra",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=world_cup_games; run_id=final-clean-cross-sports-scan
fifwc-nor-fra-2026-06-26-draw__kxwcgame-26jun26norfra-tie,approved,Norway vs. France,Norway vs. France to end in a draw in regular time,0x0061b1d4b49c44a05365d60389167968baf42f2b1ab99c3d8b80a8554980d9e8,fifwc-nor-fra-2026-06-26-draw,67725404666433555568518066011245937746455974844800713635030484522525394449095,60079207812841756026197748640906076867485158811201408494886660329699481296945,Yes,No,KXWCGAME-26JUN26NORFRA-TIE,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=world_cup_games; match_score=100.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Will Norway vs. France end in a draw? In the upcoming game, scheduled for June 26, 2026 If the game ends in a draw, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been completed. If the game is Kalshi summary: Norway vs France Winner? If Tie wins the Norway vs France professional FIFA World Cup soccer game originally scheduled for Jun 26, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The following market refers to the Norway vs France",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=world_cup_games; run_id=final-clean-cross-sports-scan
wta-dodin-sawangk-2026-06-25__kxwtamatch-26jun25dodsaw-dod,approved,Oceane Dodin vs Mananchaya Sawangkaew,Oceane Dodin to win in regular time,0x8386c89e2591300b7f41113276df04cf1e206b631d25cbc9d5b854aeda74a4ff,wta-dodin-sawangk-2026-06-25,1815188139514492301679697169218853374404938613552902261572515590207251280555,108802671275715425014643576444592101519652089657635039407120738419450822660229,Yes,No,KXWTAMATCH-26JUN25DODSAW-DOD,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=96.19. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Wimbledon, Qualification WTA: Oceane Dodin vs Mananchaya Sawangkaew This market refers to the tennis match between Oceane Dodin and Mananchaya Sawangkaew in the Wimbledon, Qualification WTA, originally scheduled for June 25, 2026 at 6:00AM ET. This market will resolve to 'Oceane Dodin' if Oceane Dod Kalshi summary: Will Oceane Dodin win the Dodin vs Sawangkaew: Qualification Final match? If Oceane Dodin wins the Dodin vs Sawangkaew professional tennis match in the 2026 Wimbledon Women Singles Qualification Final after a ball has been played, then the market resolves to Yes. The following market refers to the D",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
wta-dodin-sawangk-2026-06-25__kxwtamatch-26jun25dodsaw-saw,approved,Oceane Dodin vs Mananchaya Sawangkaew,Mananchaya Sawangkaew to win in regular time,0x8386c89e2591300b7f41113276df04cf1e206b631d25cbc9d5b854aeda74a4ff,wta-dodin-sawangk-2026-06-25,108802671275715425014643576444592101519652089657635039407120738419450822660229,1815188139514492301679697169218853374404938613552902261572515590207251280555,Yes,No,KXWTAMATCH-26JUN25DODSAW-SAW,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=96.89. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Wimbledon, Qualification WTA: Oceane Dodin vs Mananchaya Sawangkaew This market refers to the tennis match between Oceane Dodin and Mananchaya Sawangkaew in the Wimbledon, Qualification WTA, originally scheduled for June 25, 2026 at 6:00AM ET. This market will resolve to 'Oceane Dodin' if Oceane Dod Kalshi summary: Will Mananchaya Sawangkaew win the Dodin vs Sawangkaew: Qualification Final match? If Mananchaya Sawangkaew wins the Dodin vs Sawangkaew professional tennis match in the 2026 Wimbledon Women Singles Qualification Final after a ball has been played, then the market resolves to Yes. The following mark",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
atp-tarvet-sakella-2026-06-25__kxatpmatch-26jun25tarsak-sak,approved,Oliver Tarvet vs Stefanos Sakellaridis,Stefanos Sakellaridis to win in regular time,0xd9f076692cd706c68bb4d3d9950ead0c41b9f3ed03ce1ac82dba03384c31e849,atp-tarvet-sakella-2026-06-25,99955838617437007491487179538640988242033481742688557239302524257633550523945,81800152765245785702967836715557576996861011362660387145871593445421669691311,Yes,No,KXATPMATCH-26JUN25TARSAK-SAK,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=96.95. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Wimbledon, Qualification ATP: Oliver Tarvet vs Stefanos Sakellaridis This market refers to the tennis match between Oliver Tarvet and Stefanos Sakellaridis in the Wimbledon, Qualification ATP, originally scheduled for June 25, 2026 at 6:00AM ET. This market will resolve to 'Oliver Tarvet' if Oliver  Kalshi summary: Will Stefanos Sakellaridis win the Tarvet vs Sakellaridis: Qualification Final match? If Stefanos Sakellaridis wins the Tarvet vs Sakellaridis professional tennis match in the 2026 Wimbledon Men Singles Qualification Final after a ball has been played, then the market resolves to Yes. The following ",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
atp-tarvet-sakella-2026-06-25__kxatpmatch-26jun25tarsak-tar,approved,Oliver Tarvet vs Stefanos Sakellaridis,Oliver Tarvet to win in regular time,0xd9f076692cd706c68bb4d3d9950ead0c41b9f3ed03ce1ac82dba03384c31e849,atp-tarvet-sakella-2026-06-25,81800152765245785702967836715557576996861011362660387145871593445421669691311,99955838617437007491487179538640988242033481742688557239302524257633550523945,Yes,No,KXATPMATCH-26JUN25TARSAK-TAR,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=95.87. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Wimbledon, Qualification ATP: Oliver Tarvet vs Stefanos Sakellaridis This market refers to the tennis match between Oliver Tarvet and Stefanos Sakellaridis in the Wimbledon, Qualification ATP, originally scheduled for June 25, 2026 at 6:00AM ET. This market will resolve to 'Oliver Tarvet' if Oliver  Kalshi summary: Will Oliver Tarvet win the Tarvet vs Sakellaridis: Qualification Final match? If Oliver Tarvet wins the Tarvet vs Sakellaridis professional tennis match in the 2026 Wimbledon Men Singles Qualification Final after a ball has been played, then the market resolves to Yes. The following market refers to",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
atp-ruiz-boyer-2026-06-25__kxatpmatch-26jun25llaboy-boy,approved,Pablo Llamas Ruiz vs Tristan Boyer,Tristan Boyer to win in regular time,0xe919f9fb7517d6a46baa68ebd399580d87cf683df532a783bbc4451080bd3afe,atp-ruiz-boyer-2026-06-25,17913177975576559805856111848922382918352507589147515627552935037229507652397,19055591716880722262035013649257288918111160040695793135667542795421574787685,Yes,No,KXATPMATCH-26JUN25LLABOY-BOY,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=96.89. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Wimbledon, Qualification ATP: Pablo Llamas Ruiz vs Tristan Boyer This market refers to the tennis match between Pablo Llamas Ruiz and Tristan Boyer in the Wimbledon, Qualification ATP, originally scheduled for June 25, 2026 at 5:00AM ET. This market will resolve to 'Pablo Llamas Ruiz' if Pablo Llama Kalshi summary: Will Tristan Boyer win the Llamas Ruiz vs Boyer: Qualification Final match? If Tristan Boyer wins the Llamas Ruiz vs Boyer professional tennis match in the 2026 Wimbledon Men Singles Qualification Final after a ball has been played, then the market resolves to Yes. The following market refers to the",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
atp-ruiz-boyer-2026-06-25__kxatpmatch-26jun25llaboy-lla,approved,Pablo Llamas Ruiz vs Tristan Boyer,Pablo Llamas Ruiz to win in regular time,0xe919f9fb7517d6a46baa68ebd399580d87cf683df532a783bbc4451080bd3afe,atp-ruiz-boyer-2026-06-25,19055591716880722262035013649257288918111160040695793135667542795421574787685,17913177975576559805856111848922382918352507589147515627552935037229507652397,Yes,No,KXATPMATCH-26JUN25LLABOY-LLA,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=96.22. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Wimbledon, Qualification ATP: Pablo Llamas Ruiz vs Tristan Boyer This market refers to the tennis match between Pablo Llamas Ruiz and Tristan Boyer in the Wimbledon, Qualification ATP, originally scheduled for June 25, 2026 at 5:00AM ET. This market will resolve to 'Pablo Llamas Ruiz' if Pablo Llama Kalshi summary: Will Pablo Llamas Ruiz win the Llamas Ruiz vs Boyer: Qualification Final match? If Pablo Llamas Ruiz wins the Llamas Ruiz vs Boyer professional tennis match in the 2026 Wimbledon Men Singles Qualification Final after a ball has been played, then the market resolves to Yes. The following market refer",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
fifwc-par-aus-2026-06-25-aus__kxwcgame-26jun25paraus-aus,approved,Paraguay vs. Australia,Australia to win in regular time,0x65d30f3d41bbab278c2108ab0883d7ae1a9fac97a2086542a975d885a9c72dba,fifwc-par-aus-2026-06-25-aus,21990437237634439641535931317392242133464382121486985420713435551817663743535,13781028255966108878947115970518171222009561843135611562663265194135526925602,Yes,No,KXWCGAME-26JUN25PARAUS-AUS,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=world_cup_games; match_score=100.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Will Australia win on 2026-06-25? In the upcoming game, scheduled for June 25, 2026 If Australia wins, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been completed. If the game is canceled ent Kalshi summary: Paraguay vs Australia Winner? If Australia wins the Paraguay vs Australia professional FIFA World Cup soccer game originally scheduled for Jun 25, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The following market refers to the ",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=world_cup_games; run_id=final-clean-cross-sports-scan
fifwc-par-aus-2026-06-25-par__kxwcgame-26jun25paraus-par,approved,Paraguay vs. Australia,Paraguay to win in regular time,0x75d91cd268cec8d688b8a7e543b149700bf45d9f62e9fffa479b18f19a60a63e,fifwc-par-aus-2026-06-25-par,49296719184627637111102906756410924588753297305614598618877406701338912319300,71701414241352102562164693841750030754856523813557047064937648663255287733448,Yes,No,KXWCGAME-26JUN25PARAUS-PAR,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=world_cup_games; match_score=100.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Will Paraguay win on 2026-06-25? In the upcoming game, scheduled for June 25, 2026 If Paraguay wins, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been completed. If the game is canceled entir Kalshi summary: Paraguay vs Australia Winner? If Paraguay wins the Paraguay vs Australia professional FIFA World Cup soccer game originally scheduled for Jun 25, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The following market refers to the P",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=world_cup_games; run_id=final-clean-cross-sports-scan
fifwc-par-aus-2026-06-25-draw__kxwcgame-26jun25paraus-tie,approved,Paraguay vs. Australia,Paraguay vs. Australia to end in a draw in regular time,0x73cdf481e0d213e3ad3b2c096ad9dfea604b6587900419d0a214aac966c68988,fifwc-par-aus-2026-06-25-draw,37005314859048726898779825465316653816506760625587636277026357315052111971182,39257170622508091559246576436121952160758260028144398031629886156647245077470,Yes,No,KXWCGAME-26JUN25PARAUS-TIE,draw/Tie is a separate outcome; team-winner markets resolve No on draw,regular time plus stoppage time only; extra time excluded,penalties excluded,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=world_cup_games; match_score=100.0. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Will Paraguay vs. Australia end in a draw? In the upcoming game, scheduled for June 25, 2026 If the game ends in a draw, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"". If the game is postponed, this market will remain open until the game has been completed. If the ga Kalshi summary: Paraguay vs Australia Winner? If Tie wins the Paraguay vs Australia professional FIFA World Cup soccer game originally scheduled for Jun 25, 2026 after 90 minutes plus stoppage time (does not include extra time or penalties), then the market resolves to Yes. The following market refers to the Paragu",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=world_cup_games; run_id=final-clean-cross-sports-scan
itf-goto-nugroho-2026-06-25__kxitfwmatch-26jun24gotnug-got,approved,Reina Goto vs Priska Madelyn Nugroho,Reina Goto to win in regular time,0x9db0609811a0b787e164ff25cc3274697a089bbc375cc86ad3f011f237ebd602,itf-goto-nugroho-2026-06-25,56386351811902361527713913170779207863168731254854488825095990852373590970423,55527056858196567143972918531357960432998802952799156003020166743419332888080,Yes,No,KXITFWMATCH-26JUN24GOTNUG-GOT,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=92.96. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: ITF Taipei: Reina Goto vs Priska Madelyn Nugroho This market refers to the tennis match between Reina Goto and Priska Madelyn Nugroho in the ITF Women Taipei, originally scheduled for June 24, 2026 at 9:30PM ET. This market will resolve to 'Reina Goto' if Reina Goto advances against Priska Madelyn N Kalshi summary: Will Reina Goto win the Goto vs Nugroho: W35 Taipei Round of 16 match? If Reina Goto wins the Goto vs Nugroho professional tennis match in the 2026 W35 Taipei Round of 16 after a ball has been played, then the market resolves to Yes. The following market refers to the Goto vs Nugroho professional te",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
itf-goto-nugroho-2026-06-25__kxitfwmatch-26jun24gotnug-nug,approved,Reina Goto vs Priska Madelyn Nugroho,Priska Madelyn Nugroho to win in regular time,0x9db0609811a0b787e164ff25cc3274697a089bbc375cc86ad3f011f237ebd602,itf-goto-nugroho-2026-06-25,55527056858196567143972918531357960432998802952799156003020166743419332888080,56386351811902361527713913170779207863168731254854488825095990852373590970423,Yes,No,KXITFWMATCH-26JUN24GOTNUG-NUG,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=96.54. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: ITF Taipei: Reina Goto vs Priska Madelyn Nugroho This market refers to the tennis match between Reina Goto and Priska Madelyn Nugroho in the ITF Women Taipei, originally scheduled for June 24, 2026 at 9:30PM ET. This market will resolve to 'Reina Goto' if Reina Goto advances against Priska Madelyn N Kalshi summary: Will Priska Madelyn Nugroho win the Goto vs Nugroho: W35 Taipei Round of 16 match? If Priska Madelyn Nugroho wins the Goto vs Nugroho professional tennis match in the 2026 W35 Taipei Round of 16 after a ball has been played, then the market resolves to Yes. The following market refers to the Goto vs",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
atp-safiull-kym-2026-06-25__kxatpmatch-26jun25safkym-kym,approved,Roman Safiullin vs Jerome Kym,Jerome Kym to win in regular time,0x27d7de0cee8ca1066e0330de262da4dd59986b279f3dba6496e38cb01bbc0aad,atp-safiull-kym-2026-06-25,92329096515543550361457270032652106488990241401688095984791266743102948085525,43911557837882889115652724198554584964987357864173216761702467267251876999816,Yes,No,KXATPMATCH-26JUN25SAFKYM-KYM,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=96.56. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Wimbledon, Qualification ATP: Roman Safiullin vs Jerome Kym This market refers to the tennis match between Roman Safiullin and Jerome Kym in the Wimbledon, Qualification ATP, originally scheduled for June 25, 2026 at 5:00AM ET. This market will resolve to 'Roman Safiullin' if Roman Safiullin advance Kalshi summary: Will Jerome Kym win the Safiullin vs Kym: Qualification Final match? If Jerome Kym wins the Safiullin vs Kym professional tennis match in the 2026 Wimbledon Men Singles Qualification Final after a ball has been played, then the market resolves to Yes. The following market refers to the Safiullin vs ",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
atp-safiull-kym-2026-06-25__kxatpmatch-26jun25safkym-saf,approved,Roman Safiullin vs Jerome Kym,Roman Safiullin to win in regular time,0x27d7de0cee8ca1066e0330de262da4dd59986b279f3dba6496e38cb01bbc0aad,atp-safiull-kym-2026-06-25,43911557837882889115652724198554584964987357864173216761702467267251876999816,92329096515543550361457270032652106488990241401688095984791266743102948085525,Yes,No,KXATPMATCH-26JUN25SAFKYM-SAF,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=95.57. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: Wimbledon, Qualification ATP: Roman Safiullin vs Jerome Kym This market refers to the tennis match between Roman Safiullin and Jerome Kym in the Wimbledon, Qualification ATP, originally scheduled for June 25, 2026 at 5:00AM ET. This market will resolve to 'Roman Safiullin' if Roman Safiullin advance Kalshi summary: Will Roman Safiullin win the Safiullin vs Kym: Qualification Final match? If Roman Safiullin wins the Safiullin vs Kym professional tennis match in the 2026 Wimbledon Men Singles Qualification Final after a ball has been played, then the market resolves to Yes. The following market refers to the Saf",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
itf-hosogi-nishim-2026-06-25__kxitfwmatch-26jun24hosnis-hos,approved,Sakura Hosogi vs Kayo Nishimura,Sakura Hosogi to win in regular time,0xca15d24943b92abe901932cfa7979a67f4c267a2fded6a8495b6241c23ee3def,itf-hosogi-nishim-2026-06-25,103398742544718570782897464596460324639408993836585772271957835192731198819920,68958609316949573488812819910573158357018875211974115122130986102342519012077,Yes,No,KXITFWMATCH-26JUN24HOSNIS-HOS,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=94.03. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: ITF Taipei: Sakura Hosogi vs Kayo Nishimura This market refers to the tennis match between Sakura Hosogi and Kayo Nishimura in the ITF Women Taipei, originally scheduled for June 24, 2026 at 10:00PM ET. This market will resolve to 'Sakura Hosogi' if Sakura Hosogi advances against Kayo Nishimura. Thi Kalshi summary: Will Sakura Hosogi win the Hosogi vs Nishimura: W35 Taipei Round of 16 match? If Sakura Hosogi wins the Hosogi vs Nishimura professional tennis match in the 2026 W35 Taipei Round of 16 after a ball has been played, then the market resolves to Yes. The following market refers to the Hosogi vs Nishimu",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
itf-hosogi-nishim-2026-06-25__kxitfwmatch-26jun24hosnis-nis,approved,Sakura Hosogi vs Kayo Nishimura,Kayo Nishimura to win in regular time,0xca15d24943b92abe901932cfa7979a67f4c267a2fded6a8495b6241c23ee3def,itf-hosogi-nishim-2026-06-25,68958609316949573488812819910573158357018875211974115122130986102342519012077,103398742544718570782897464596460324639408993836585772271957835192731198819920,Yes,No,KXITFWMATCH-26JUN24HOSNIS-NIS,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=95.75. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: ITF Taipei: Sakura Hosogi vs Kayo Nishimura This market refers to the tennis match between Sakura Hosogi and Kayo Nishimura in the ITF Women Taipei, originally scheduled for June 24, 2026 at 10:00PM ET. This market will resolve to 'Sakura Hosogi' if Sakura Hosogi advances against Kayo Nishimura. Thi Kalshi summary: Will Kayo Nishimura win the Hosogi vs Nishimura: W35 Taipei Round of 16 match? If Kayo Nishimura wins the Hosogi vs Nishimura professional tennis match in the 2026 W35 Taipei Round of 16 after a ball has been played, then the market resolves to Yes. The following market refers to the Hosogi vs Nishi",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
itf-broadus-linana-2026-06-25__kxitfwmatch-26jun25broher-bro,approved,Savannah Broadus vs Alicia Herrero Linana,Savannah Broadus to win in regular time,0x417a3af0d489f0f86f2dc141bcabe1aa3c5709534e9d37023a75fdc1bc35c589,itf-broadus-linana-2026-06-25,2493572624528280740872848934068521977564447339672699876848239589215401786643,49641201592791313258617424596996833163810578147003771978987397415529364959726,Yes,No,KXITFWMATCH-26JUN25BROHER-BRO,not applicable; tennis markets resolve 50-50 if the match is not played or no winner is determined under venue rules,not applicable; tennis match winner/advancement after play begins,not applicable,"User approved current non-futures pair for research tracking on 2026-06-25T07:46:12Z. Source=tennis_matches; match_score=95.38. No automatic trading; re-check venue settlement/cancellation rules before execution. Polymarket summary: ITF Rome: Savannah Broadus vs Alicia Herrero Linana This market refers to the tennis match between Savannah Broadus and Alicia Herrero Linana in the ITF Women Rome, originally scheduled for June 25, 2026 at 10:00AM ET. This market will resolve to 'Savannah Broadus' if Savannah Broadus advances again Kalshi summary: Will Savannah Broadus win the Broadus vs Herrero Linana: W35 Rome GA Round of 16 match? If Savannah Broadus wins the Broadus vs Herrero Linana professional tennis match in the 2026 W35 Rome GA Round of 16 after a ball has been played, then the market resolves to Yes. The following market refers to t",user+codex,2026-06-25T07:46:12Z,Approved from final_clean_cross_sports_pair_leads.csv; futures excluded; sport_scope=tennis_matches; run_id=final-clean-cross-sports-scan
